row_id,title,ros_version,source_code_required,simulation_use,tools_flag,tools,all_defect_codes,defect_code,major_category,subcategory,codebook_ros_scope,english_name,concise_label
22,An Analysis of DoS Attack on Robot Operating System,ROS 1,No,Yes,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-UTA; ROS1-SPF; ROS1-LFQ,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
22,An Analysis of DoS Attack on Robot Operating System,ROS 1,No,Yes,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-UTA; ROS1-SPF; ROS1-LFQ,ROS1-SPF,VUL,A,ROS 1,Master as a Single Point of Failure,Master Single Point
22,An Analysis of DoS Attack on Robot Operating System,ROS 1,No,Yes,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-UTA; ROS1-SPF; ROS1-LFQ,ROS1-LFQ,VUL,A,ROS 1,Lack of Flow Control and QoS,No Flow/QoS Control
23,Understanding the Internet-Wide Vulnerability Landscape for ROS-based Robotic Vehicles,Both,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-UTA; ROS1-IPS; ROS1-SPF; ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
23,Understanding the Internet-Wide Vulnerability Landscape for ROS-based Robotic Vehicles,Both,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-UTA; ROS1-IPS; ROS1-SPF; ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS1-PNE,VUL,C,ROS 1,Public Network Exposure,Public Exposure
23,Understanding the Internet-Wide Vulnerability Landscape for ROS-based Robotic Vehicles,Both,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-UTA; ROS1-IPS; ROS1-SPF; ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
23,Understanding the Internet-Wide Vulnerability Landscape for ROS-based Robotic Vehicles,Both,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-UTA; ROS1-IPS; ROS1-SPF; ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
23,Understanding the Internet-Wide Vulnerability Landscape for ROS-based Robotic Vehicles,Both,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-UTA; ROS1-IPS; ROS1-SPF; ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS1-IPS,VUL,I,ROS 1,Insecure Parameter Server,Insecure Parameters
23,Understanding the Internet-Wide Vulnerability Landscape for ROS-based Robotic Vehicles,Both,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-UTA; ROS1-IPS; ROS1-SPF; ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS1-SPF,VUL,A,ROS 1,Master as a Single Point of Failure,Master Single Point
23,Understanding the Internet-Wide Vulnerability Landscape for ROS-based Robotic Vehicles,Both,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-UTA; ROS1-IPS; ROS1-SPF; ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-ILE,VUL,C,ROS 2,Incomplete or Leaky Encryption,Leaky Encryption
23,Understanding the Internet-Wide Vulnerability Landscape for ROS-based Robotic Vehicles,Both,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-UTA; ROS1-IPS; ROS1-SPF; ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-LMLAC,VUL,C,ROS 2,Lack of Message-Level Access Control,No Message-Level Control
23,Understanding the Internet-Wide Vulnerability Landscape for ROS-based Robotic Vehicles,Both,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-UTA; ROS1-IPS; ROS1-SPF; ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-ICAPP,VUL,I,ROS 2,Inadequate Credential and Policy Protection,Weak Credential Protection
23,Understanding the Internet-Wide Vulnerability Landscape for ROS-based Robotic Vehicles,Both,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-UTA; ROS1-IPS; ROS1-SPF; ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-MPIB,VUL,I,ROS 2,Missing Publisher Identity Binding,No Publisher Binding
23,Understanding the Internet-Wide Vulnerability Landscape for ROS-based Robotic Vehicles,Both,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-UTA; ROS1-IPS; ROS1-SPF; ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-UTFAN,VUL,A,ROS 2,Unregulated Traffic from Authenticated Nodes,Unregulated Auth Traffic
24,Analyzing Impact and Systemwide Effects of the SlowROS Attack in an Industrial Automation Scenario,ROS 1,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-IPS; ROS1-SPF; ROS1-LFQ,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
24,Analyzing Impact and Systemwide Effects of the SlowROS Attack in an Industrial Automation Scenario,ROS 1,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-IPS; ROS1-SPF; ROS1-LFQ,ROS1-PNE,VUL,C,ROS 1,Public Network Exposure,Public Exposure
24,Analyzing Impact and Systemwide Effects of the SlowROS Attack in an Industrial Automation Scenario,ROS 1,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-IPS; ROS1-SPF; ROS1-LFQ,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
24,Analyzing Impact and Systemwide Effects of the SlowROS Attack in an Industrial Automation Scenario,ROS 1,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-IPS; ROS1-SPF; ROS1-LFQ,ROS1-IPS,VUL,I,ROS 1,Insecure Parameter Server,Insecure Parameters
24,Analyzing Impact and Systemwide Effects of the SlowROS Attack in an Industrial Automation Scenario,ROS 1,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-IPS; ROS1-SPF; ROS1-LFQ,ROS1-SPF,VUL,A,ROS 1,Master as a Single Point of Failure,Master Single Point
24,Analyzing Impact and Systemwide Effects of the SlowROS Attack in an Industrial Automation Scenario,ROS 1,No,No,False,No,ROS1-LE; ROS1-PNE; ROS1-LNA; ROS1-IPS; ROS1-SPF; ROS1-LFQ,ROS1-LFQ,VUL,A,ROS 1,Lack of Flow Control and QoS,No Flow/QoS Control
25,Network Reconnaissance and Vulnerability Excavation of Secure DDS Systems,ROS 2,No,Yes,False,No,ROS2-ILE; ROS2-ICAPP; ROS2-UTFAN,ROS2-ILE,VUL,C,ROS 2,Incomplete or Leaky Encryption,Leaky Encryption
25,Network Reconnaissance and Vulnerability Excavation of Secure DDS Systems,ROS 2,No,Yes,False,No,ROS2-ILE; ROS2-ICAPP; ROS2-UTFAN,ROS2-ICAPP,VUL,I,ROS 2,Inadequate Credential and Policy Protection,Weak Credential Protection
25,Network Reconnaissance and Vulnerability Excavation of Secure DDS Systems,ROS 2,No,Yes,False,No,ROS2-ILE; ROS2-ICAPP; ROS2-UTFAN,ROS2-UTFAN,VUL,A,ROS 2,Unregulated Traffic from Authenticated Nodes,Unregulated Auth Traffic
26,AVGuardian: Detecting and Mitigating Publish-Subscribe Overprivilege for Autonomous Vehicle Systems,ROS 1,Yes,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-ILE,VUL,C,ROS 2,Incomplete or Leaky Encryption,Leaky Encryption
26,AVGuardian: Detecting and Mitigating Publish-Subscribe Overprivilege for Autonomous Vehicle Systems,ROS 1,Yes,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-LMLAC,VUL,C,ROS 2,Lack of Message-Level Access Control,No Message-Level Control
26,AVGuardian: Detecting and Mitigating Publish-Subscribe Overprivilege for Autonomous Vehicle Systems,ROS 1,Yes,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-ICAPP,VUL,I,ROS 2,Inadequate Credential and Policy Protection,Weak Credential Protection
26,AVGuardian: Detecting and Mitigating Publish-Subscribe Overprivilege for Autonomous Vehicle Systems,ROS 1,Yes,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-MPIB,VUL,I,ROS 2,Missing Publisher Identity Binding,No Publisher Binding
26,AVGuardian: Detecting and Mitigating Publish-Subscribe Overprivilege for Autonomous Vehicle Systems,ROS 1,Yes,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN,ROS2-UTFAN,VUL,A,ROS 2,Unregulated Traffic from Authenticated Nodes,Unregulated Auth Traffic
27,Analyzing Security Vulnerability and Forensic Investigation of ROS2: A Case Study,ROS 2,No,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-LRI,ROS2-ILE,VUL,C,ROS 2,Incomplete or Leaky Encryption,Leaky Encryption
27,Analyzing Security Vulnerability and Forensic Investigation of ROS2: A Case Study,ROS 2,No,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-LRI,ROS2-LMLAC,VUL,C,ROS 2,Lack of Message-Level Access Control,No Message-Level Control
27,Analyzing Security Vulnerability and Forensic Investigation of ROS2: A Case Study,ROS 2,No,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-LRI,ROS2-ICAPP,VUL,I,ROS 2,Inadequate Credential and Policy Protection,Weak Credential Protection
27,Analyzing Security Vulnerability and Forensic Investigation of ROS2: A Case Study,ROS 2,No,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-LRI,ROS2-LRI,VUL,A,ROS 2,Lack of Resource Isolation,No Resource Isolation
28,Investigating Security Threats in Multi-Tenant ROS 2 Systems,Both,Yes,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN; ROS2-LRI,ROS2-ILE,VUL,C,ROS 2,Incomplete or Leaky Encryption,Leaky Encryption
28,Investigating Security Threats in Multi-Tenant ROS 2 Systems,Both,Yes,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN; ROS2-LRI,ROS2-LMLAC,VUL,C,ROS 2,Lack of Message-Level Access Control,No Message-Level Control
28,Investigating Security Threats in Multi-Tenant ROS 2 Systems,Both,Yes,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN; ROS2-LRI,ROS2-ICAPP,VUL,I,ROS 2,Inadequate Credential and Policy Protection,Weak Credential Protection
28,Investigating Security Threats in Multi-Tenant ROS 2 Systems,Both,Yes,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN; ROS2-LRI,ROS2-MPIB,VUL,I,ROS 2,Missing Publisher Identity Binding,No Publisher Binding
28,Investigating Security Threats in Multi-Tenant ROS 2 Systems,Both,Yes,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN; ROS2-LRI,ROS2-UTFAN,VUL,A,ROS 2,Unregulated Traffic from Authenticated Nodes,Unregulated Auth Traffic
28,Investigating Security Threats in Multi-Tenant ROS 2 Systems,Both,Yes,Yes,False,No,ROS2-ILE; ROS2-LMLAC; ROS2-ICAPP; ROS2-MPIB; ROS2-UTFAN; ROS2-LRI,ROS2-LRI,VUL,A,ROS 2,Lack of Resource Isolation,No Resource Isolation
29,Cybersecurity in Autonomous Systems: Evaluating the Performance of Hardening ROS,ROS 1,No,No,True,Yes,ROS1-LE; ROS1-UTA,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
29,Cybersecurity in Autonomous Systems: Evaluating the Performance of Hardening ROS,ROS 1,No,No,True,Yes,ROS1-LE; ROS1-UTA,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
30,Cybersecurity in Autonomous Systems: Hardening ROS Using Encrypted Communications and Semantic Rules,ROS 1,No,No,True,Yes,ROS1-LE; ROS1-UTA,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
30,Cybersecurity in Autonomous Systems: Hardening ROS Using Encrypted Communications and Semantic Rules,ROS 1,No,No,True,Yes,ROS1-LE; ROS1-UTA,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
31,Increasing ROS 1.x Communication Security for Medical Surgery Robot,ROS 1,Yes,No,True,Yes,ROS1-LNA; ROS1-UTA,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
31,Increasing ROS 1.x Communication Security for Medical Surgery Robot,ROS 1,Yes,No,True,Yes,ROS1-LNA; ROS1-UTA,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
32,Application-level Security for ROS-based Applications,ROS 1,Yes,No,True,Yes,ROS1-LNA; ROS1-UTA; ROS1-LE,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
32,Application-level Security for ROS-based Applications,ROS 1,Yes,No,True,Yes,ROS1-LNA; ROS1-UTA; ROS1-LE,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
32,Application-level Security for ROS-based Applications,ROS 1,Yes,No,True,Yes,ROS1-LNA; ROS1-UTA; ROS1-LE,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
33,Security for the Robot Operating System,ROS 1,Yes,No,True,Yes,ROS1-UTA; ROS1-LNA; ROS1-LE; ROS1-LFQ; ROS1-IPS,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
33,Security for the Robot Operating System,ROS 1,Yes,No,True,Yes,ROS1-UTA; ROS1-LNA; ROS1-LE; ROS1-LFQ; ROS1-IPS,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
33,Security for the Robot Operating System,ROS 1,Yes,No,True,Yes,ROS1-UTA; ROS1-LNA; ROS1-LE; ROS1-LFQ; ROS1-IPS,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
33,Security for the Robot Operating System,ROS 1,Yes,No,True,Yes,ROS1-UTA; ROS1-LNA; ROS1-LE; ROS1-LFQ; ROS1-IPS,ROS1-LFQ,VUL,A,ROS 1,Lack of Flow Control and QoS,No Flow/QoS Control
33,Security for the Robot Operating System,ROS 1,Yes,No,True,Yes,ROS1-UTA; ROS1-LNA; ROS1-LE; ROS1-LFQ; ROS1-IPS,ROS1-IPS,VUL,I,ROS 1,Insecure Parameter Server,Insecure Parameters
34,Policy-based Access Control for Robotic Applications,ROS 1,Yes,No,True,Yes,ROS1-UTA,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
35,Cross-Layer Secure and Resilient Control of Delay-Sensitive Networked Robot Operating Systems,ROS 1,No,No,True,Yes,ROS1-UTA,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
36,Designing a Security Platform for Collaborating Autonomous Systems – An Experience Report,ROS 1,Yes,No,True,Yes,ROS1-LNA; ROS1-UTA; ROS1-LE,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
36,Designing a Security Platform for Collaborating Autonomous Systems – An Experience Report,ROS 1,Yes,No,True,Yes,ROS1-LNA; ROS1-UTA; ROS1-LE,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
36,Designing a Security Platform for Collaborating Autonomous Systems – An Experience Report,ROS 1,Yes,No,True,Yes,ROS1-LNA; ROS1-UTA; ROS1-LE,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
37,Message Authentication Codes for Secure Remote Non-Native Client Connections to ROS Enabled Robots,ROS 1,Yes,No,True,Yes,ROS1-LNA; ROS1-LE; ROS1-PNE; ROS1-UTA,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
37,Message Authentication Codes for Secure Remote Non-Native Client Connections to ROS Enabled Robots,ROS 1,Yes,No,True,Yes,ROS1-LNA; ROS1-LE; ROS1-PNE; ROS1-UTA,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
37,Message Authentication Codes for Secure Remote Non-Native Client Connections to ROS Enabled Robots,ROS 1,Yes,No,True,Yes,ROS1-LNA; ROS1-LE; ROS1-PNE; ROS1-UTA,ROS1-PNE,VUL,C,ROS 1,Public Network Exposure,Public Exposure
37,Message Authentication Codes for Secure Remote Non-Native Client Connections to ROS Enabled Robots,ROS 1,Yes,No,True,Yes,ROS1-LNA; ROS1-LE; ROS1-PNE; ROS1-UTA,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
38,A Cryptography-Powered Infrastructure to Ensure the Integrity of Robot Workflows,ROS 1,Yes,No,True,Yes,BSE,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
39,AuthROS: Secure Data Sharing Among Robot Operating Systems Based on Ethereum,ROS 1,No,No,True,Yes,ROS1-LE; ROS1-UTA; ROS1-LNA,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
39,AuthROS: Secure Data Sharing Among Robot Operating Systems Based on Ethereum,ROS 1,No,No,True,Yes,ROS1-LE; ROS1-UTA; ROS1-LNA,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
39,AuthROS: Secure Data Sharing Among Robot Operating Systems Based on Ethereum,ROS 1,No,No,True,Yes,ROS1-LE; ROS1-UTA; ROS1-LNA,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
40,Proposed Technique for Data Security with the AES Algorithm in Robot Operating System (ROS),ROS 1,Yes,No,True,Yes,ROS1-LE,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
41,Procedurally Provisioned Access Control for Robotic Systems,ROS 2,No,No,True,Yes,ROS2-LMLAC,ROS2-LMLAC,VUL,C,ROS 2,Lack of Message-Level Access Control,No Message-Level Control
42,Enhancing Security in ROS,ROS 1,No,No,True,Yes,ROS1-UTA; ROS1-LNA; ROS1-LE,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
42,Enhancing Security in ROS,ROS 1,No,No,True,Yes,ROS1-UTA; ROS1-LNA; ROS1-LE,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
42,Enhancing Security in ROS,ROS 1,No,No,True,Yes,ROS1-UTA; ROS1-LNA; ROS1-LE,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
43,Runtime Verification on Hierarchical Properties of ROS-Based Robot Swarms,ROS 1,No,Hybrid,True,Yes,BSE; ROS1-UTA,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
43,Runtime Verification on Hierarchical Properties of ROS-Based Robot Swarms,ROS 1,No,Hybrid,True,Yes,BSE; ROS1-UTA,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
44,CryptoROS: A Secure Communication Architecture for ROS-Based Applications,ROS 1,No,No,True,Yes,ROS1-LE; ROS1-LNA; ROS1-UTA; ROS1-LFQ,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
44,CryptoROS: A Secure Communication Architecture for ROS-Based Applications,ROS 1,No,No,True,Yes,ROS1-LE; ROS1-LNA; ROS1-UTA; ROS1-LFQ,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
44,CryptoROS: A Secure Communication Architecture for ROS-Based Applications,ROS 1,No,No,True,Yes,ROS1-LE; ROS1-LNA; ROS1-UTA; ROS1-LFQ,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
44,CryptoROS: A Secure Communication Architecture for ROS-Based Applications,ROS 1,No,No,True,Yes,ROS1-LE; ROS1-LNA; ROS1-UTA; ROS1-LFQ,ROS1-LFQ,VUL,A,ROS 1,Lack of Flow Control and QoS,No Flow/QoS Control
45,TROS: Protecting Humanoids’ ROS from Privileged Attackers,Both,Yes,Hybrid,True,Yes,ROS1-LE; ROS1-LNA; ROS1-UTA; ROS2-ICAPP,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
45,TROS: Protecting Humanoids’ ROS from Privileged Attackers,Both,Yes,Hybrid,True,Yes,ROS1-LE; ROS1-LNA; ROS1-UTA; ROS2-ICAPP,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
45,TROS: Protecting Humanoids’ ROS from Privileged Attackers,Both,Yes,Hybrid,True,Yes,ROS1-LE; ROS1-LNA; ROS1-UTA; ROS2-ICAPP,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
45,TROS: Protecting Humanoids’ ROS from Privileged Attackers,Both,Yes,Hybrid,True,Yes,ROS1-LE; ROS1-LNA; ROS1-UTA; ROS2-ICAPP,ROS2-ICAPP,VUL,I,ROS 2,Inadequate Credential and Policy Protection,Weak Credential Protection
46,SROS2: Usable Cyber Security Tools for ROS 2,ROS 2,No,Yes,True,Yes,ROS2-ICAPP,ROS2-ICAPP,VUL,I,ROS 2,Inadequate Credential and Policy Protection,Weak Credential Protection
47,ROSEC: Intra-Process Isolation for ROS Composition With Memory Protection Keys,ROS 2,Yes,No,True,Yes,ROS2-LRI,ROS2-LRI,VUL,A,ROS 2,Lack of Resource Isolation,No Resource Isolation
48,Support Remote Attestation for Decentralized Robot Operating System (ROS) Using Trusted Execution Environment,ROS 2,No,No,True,Yes,ROS2-ICAPP,ROS2-ICAPP,VUL,I,ROS 2,Inadequate Credential and Policy Protection,Weak Credential Protection
49,Quantifying DDS-Cerberus Network Control Overhead,ROS 2,Yes,No,True,Yes,ROS2-MPIB,ROS2-MPIB,VUL,I,ROS 2,Missing Publisher Identity Binding,No Publisher Binding
50,Decentralized Information-Flow Control for ROS2,ROS 2,Yes,No,True,Yes,ROS2-LMLAC,ROS2-LMLAC,VUL,C,ROS 2,Lack of Message-Level Access Control,No Message-Level Control
51,ROSRV: Runtime Verification for Robots,ROS 1,No,No,True,Yes,BSE; ROS1-UTA; ROS1-LNA,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
51,ROSRV: Runtime Verification for Robots,ROS 1,No,No,True,Yes,BSE; ROS1-UTA; ROS1-LNA,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
51,ROSRV: Runtime Verification for Robots,ROS 1,No,No,True,Yes,BSE; ROS1-UTA; ROS1-LNA,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
52,ROSMonitoring: A Runtime Verification Framework for ROS,ROS 1,No,Yes,True,Yes,BSE,BSE,REL,SEM,ROS 1 / ROS 2,Behavioral and Semantic Errors,Behavioral/Semantic
53,ROS-Defender: SDN-Based Security Policy Enforcement for Robotic Applications,ROS 1,No,Hybrid,True,Yes,ROS1-UTA; ROS1-LFQ; ROS1-LNA; ROS1-LE,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
53,ROS-Defender: SDN-Based Security Policy Enforcement for Robotic Applications,ROS 1,No,Hybrid,True,Yes,ROS1-UTA; ROS1-LFQ; ROS1-LNA; ROS1-LE,ROS1-LFQ,VUL,A,ROS 1,Lack of Flow Control and QoS,No Flow/QoS Control
53,ROS-Defender: SDN-Based Security Policy Enforcement for Robotic Applications,ROS 1,No,Hybrid,True,Yes,ROS1-UTA; ROS1-LFQ; ROS1-LNA; ROS1-LE,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
53,ROS-Defender: SDN-Based Security Policy Enforcement for Robotic Applications,ROS 1,No,Hybrid,True,Yes,ROS1-UTA; ROS1-LFQ; ROS1-LNA; ROS1-LE,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
54,Towards a Robotic Intrusion Prevention System: Combining Security and Safety in Cognitive Social Robots,ROS 2,No,Hybrid,True,Yes,ROS2-MPIB; ROS2-UTFAN,ROS2-MPIB,VUL,I,ROS 2,Missing Publisher Identity Binding,No Publisher Binding
54,Towards a Robotic Intrusion Prevention System: Combining Security and Safety in Cognitive Social Robots,ROS 2,No,Hybrid,True,Yes,ROS2-MPIB; ROS2-UTFAN,ROS2-UTFAN,VUL,A,ROS 2,Unregulated Traffic from Authenticated Nodes,Unregulated Auth Traffic
55,Watch Your Callback: Offline Anomaly Detection Using Machine Learning in ROS 2,ROS 2,No,Yes,True,Yes,ROS2-UTFAN; SEF,ROS2-UTFAN,VUL,A,ROS 2,Unregulated Traffic from Authenticated Nodes,Unregulated Auth Traffic
55,Watch Your Callback: Offline Anomaly Detection Using Machine Learning in ROS 2,ROS 2,No,Yes,True,Yes,ROS2-UTFAN; SEF,SEF,REL,CODE,ROS 1 / ROS 2,Scheduling and Execution Faults,Scheduling/Execution
56,Intrusion Detection on Robot Cameras Using Spatio-Temporal Autoencoders: A Self-Driving Car Application,ROS 1,No,No,True,Yes,ROS1-UTA; ROS1-LFQ; ROS1-LNA; ROS1-LE,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
56,Intrusion Detection on Robot Cameras Using Spatio-Temporal Autoencoders: A Self-Driving Car Application,ROS 1,No,No,True,Yes,ROS1-UTA; ROS1-LFQ; ROS1-LNA; ROS1-LE,ROS1-LFQ,VUL,A,ROS 1,Lack of Flow Control and QoS,No Flow/QoS Control
56,Intrusion Detection on Robot Cameras Using Spatio-Temporal Autoencoders: A Self-Driving Car Application,ROS 1,No,No,True,Yes,ROS1-UTA; ROS1-LFQ; ROS1-LNA; ROS1-LE,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
56,Intrusion Detection on Robot Cameras Using Spatio-Temporal Autoencoders: A Self-Driving Car Application,ROS 1,No,No,True,Yes,ROS1-UTA; ROS1-LFQ; ROS1-LNA; ROS1-LE,ROS1-LE,VUL,C,ROS 1,Lack of Encryption,No Encryption
57,Detecting Data Injection Attacks in ROS Systems Using Machine Learning,ROS 1,No,Yes,True,Yes,ROS1-UTA; ROS1-LNA,ROS1-UTA,VUL,I,ROS 1,Unrestricted Topic and Service Access,Unrestricted Access
57,Detecting Data Injection Attacks in ROS Systems Using Machine Learning,ROS 1,No,Yes,True,Yes,ROS1-UTA; ROS1-LNA,ROS1-LNA,VUL,I,ROS 1,Lack of Node Authentication,No Node Authentication
