缺陷证据表 / Defect-Level Evidence,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Study ID,Article Title,Defect Code,Major Category,Subcategory,Coverage,Evidence Statement / 证据,Evidence Location,Impact Category,Evidence Provenance,Notes,列1,列2,列3,列4,列5,列6
TBD,Analysis of Attacks on Robotic Operation System,ROS1-LNA,VUL,I,Full,"The ROS Master API accepts publisher, subscriber and service registration or deregistration without authentication. Using roschaos, the authors unregister the /publisher node, after which the listener stops receiving messages even though the publisher process remains active. The ROS Slave API publisherUpdate method is also unauthenticated; ROSPenTo sends a forged empty publisher list directly to /listener, causing it to disconnect from the legitimate publisher.","Sec. 2, pp. 42–43; Sec. 3, pp. 43–45; PDF pp. 2–5",IMP-OA,EP-OBS,Primary code. Both demonstrated attacks share the same primary root cause: unauthenticated ROS control-plane API calls.,,,,,,
TBD,Analysis of Attacks on Robotic Operation System,ROS1-LE,VUL,C,Partial,"The paper states that ROS TCP/UDP communication is not encrypted and that eavesdropping is easy, allowing any network participant to read application data.","Introduction and Sec. 1, pp. 41–42; PDF pp. 1–2",IMP-DS,EP-HIST,"Explicit ROS 1 plaintext weakness, but the authors do not perform packet interception or independently evaluate confidentiality loss.",,,,,,
TBD,Cyberattacks on Self-Driving Cars and Surgical and Eldercare Robots,ROS1-UTA,VUL,I,Partial,"The paper states that any ROS node can publish data without proper authorization, inject malicious instructions and subscribe to arbitrary topics to obtain sensitive information. It further notes that application-level protection cannot prevent malicious publishers from sending messages or unauthorized subscribers from subscribing to topics.","Sec. 2.1, p. 2; Sec. 2.2, p. 3; Table 1, p. 4",IMP-DT,EP-HIST,"Primary code. The vulnerability is directly reviewed, but the paper does not independently implement or evaluate an unauthorized publishing/subscription attack.",,,,,,
TBD,Cyberattacks on Self-Driving Cars and Surgical and Eldercare Robots,ROS1-LNA,VUL,I,Partial,The paper describes weak authentication in ROS and states that the ROS Master can register a new malicious node without detecting the attacker. Authentication servers and validation of nodes are reviewed as necessary countermeasures.,"Sec. 2.2, p. 3; Sec. 2.3, p. 4; Sec. 3.1, p. 7",IMP-DT,EP-HIST,"The evidence concerns malicious-node registration and node validation, distinct from authorization to publish or subscribe.",,,,,,
TBD,Cyberattacks on Self-Driving Cars and Surgical and Eldercare Robots,ROS1-LE,VUL,C,Partial,"The paper explicitly states that ROS messages may be transmitted without encryption, enabling eavesdropping. It reviews SSL/TLS, symmetric encryption and DDS cryptographic plug-ins as mechanisms for protecting ROS communication.","Sec. 2.2, p. 3; Table 1, p. 4; Sec. 3.1, p. 7",IMP-DS,EP-HIST,"Plaintext ROS communication is explicit, but no packet capture or independent confidentiality experiment is reported.",,,,,,
TBD,Cyberattacks on Self-Driving Cars and Surgical and Eldercare Robots,ROS1-LFQ,VUL,A,Partial,"The review explains that an attacker can publish a large volume of bogus ROS messages, bombard subscribers, impose heavy processing load and prevent meaningful processing. It also notes that application-level encryption does not prevent a malicious publisher from launching a high-frequency DoS attack.","Sec. 2.1, p. 2; Sec. 2.2, p. 3",IMP-RE,EP-HIST,"Directly matches malicious high-rate publishing and absent traffic regulation, but the attack is summarized from earlier work.",,,,,,
TBD,ROS Network Security for a Swing Doors Automation in a Robotized Hospital,ROS1-LE,VUL,C,Full,"The paper explicitly identifies unencrypted TCPROS message transmission and unencrypted data storage as major ROS 1 security problems. It explains that attackers may capture confidential medical information or perform MITM packet modification, and the proposed architecture therefore relies on network isolation and optional encryption for confidential nodes.","Abstract; Sec. I, p. 1; Sec. II, pp. 1–2; Sec. IV-B, p. 3; Conclusion, p. 4",IMP-DS,EP-HIST,"Primary code. Plaintext ROS 1 communication is a direct object of the study and a primary driver of the proposed architecture, although the authors do not perform packet interception themselves.",,,,,,
TBD,ROS Network Security for a Swing Doors Automation in a Robotized Hospital,ROS1-LNA,VUL,I,Partial,"The paper reviews authentication-server, certificate, HMAC and authorization/authentication-node solutions and states that external devices must pass authentication and authorization before entering the proposed hospital network. Connections between ROS nodes may also require additional authentication.","Sec. III, p. 2; Sec. IV-B, p. 3; Conclusion, p. 4",IMP-DT,EP-CLAIM,"Missing authentication is explicitly treated as a security requirement, but the paper does not demonstrate node impersonation, malicious registration or authentication bypass.",,,,,,
TBD,An Analysis of DoS Attack on Robot Operating System,ROS1-LFQ,VUL,A,Full,"The authors create large numbers of malicious publisher and subscriber nodes to overload ROS communication. Subscriber attacks force a publisher to answer excessive data requests, while publisher attacks flood a subscriber with messages and consume processing, storage and network resources. The experiments demonstrate substantial delay and packet loss that increase with attack volume.","Sec. 3, pp. 1053–1055; Sec. 4.2–4.3, pp. 1057–1067; Figs. 3, 5–20",IMP-RE,EP-SEED,Primary code. This directly matches malicious high-rate publishing/subscribing and inadequate flow or resource control in ROS 1.,,,,,,
TBD,An Analysis of DoS Attack on Robot Operating System,ROS1-SPF,VUL,A,Full,"A transport-layer attack floods the ROS Master port. The paper explains that if the Master becomes unavailable, new nodes cannot join and publisher/subscriber requests cannot be processed. It also states that damage to the Master can disable the entire ROS system, unlike attacks on an individual node.","Sec. 2.2, pp. 1052–1053; Sec. 3, pp. 1053–1055; Sec. 4.2, p. 1057",IMP-OA,EP-SEED,Separate from topic flooding because this attack specifically exploits the centralized Master as a system-wide failure point.,,,,,,
TBD,An Analysis of DoS Attack on Robot Operating System,ROS1-UTA,VUL,I,Full,The paper states that any device that discovers the ROS Master can freely publish messages or subscribe to nodes. The experimental attacks create unauthorized publisher and subscriber nodes and use them to access existing ROS topics without authorization.,"Sec. 2.2, pp. 1052–1053; Sec. 3, pp. 1054–1055; Sec. 4.2, pp. 1057–1058",IMP-RE,EP-SEED,"The unauthorized access enables the attack, while ROS1-LFQ captures the separate volumetric flooding mechanism.",,,,,,
TBD,Understanding the Internet-Wide Vulnerability Landscape for ROS-based Robotic Vehicles,ROS1-PNE,VUL,C,Full,"The authors scan the complete IPv4 address space for ROS 1 Master services on TCP port 11311 and identify an average of approximately 194 publicly accessible ROS hosts per scan. The exposed systems include likely physical cleaning robots, drones and autonomous vehicles, some of which reveal sensor, topic, service and parameter metadata.","Abstract; Sec. III-A–B, pp. 2–4; Tables I–II",IMP-DS,EP-OBS,Primary code. Public Internet exposure is the direct empirical object of the study.,,,,,,
TBD,Understanding the Internet-Wide Vulnerability Landscape for ROS-based Robotic Vehicles,ROS1-LNA,VUL,I,Partial,The paper states that the ROS 1 Master accepts connections and commands from arbitrary sources without built-in security or authentication. The scanning system connects to exposed Masters and invokes passive XML-RPC commands without credentials.,"Sec. III introduction and Sec. III-A, p. 2",IMP-DS,EP-OBS,"Authentication absence is directly demonstrated at the Master interface, but the authors do not perform malicious node registration, impersonation or authentication bypass attacks.",,,,,,
TBD,Understanding the Internet-Wide Vulnerability Landscape for ROS-based Robotic Vehicles,ROS1-UTA,VUL,I,Partial,"The study explains that an attacker connected to an exposed ROS host could retrieve system information and inject data or commands. Its passive scanner successfully obtains topic, service and parameter names using getSystemState and getParamNames, although the authors intentionally avoid changing system state or accessing sensitive content.","Sec. III introduction and Sec. III-A, pp. 2–3; Fig. 1",IMP-DS,EP-OBS,Direct evidence of unrestricted information-query access; unauthorized publishing or command injection is explicitly identified but not experimentally executed for ethical reasons.,,,,,,
TBD,Analyzing Impact and Systemwide Effects of the SlowROS Attack in an Industrial Automation Scenario,ROS1-LFQ,VUL,A,Full,"SlowROS establishes enough TCP connections to occupy the ROS Master’s connection slots and file descriptors, then keeps the connections idle or transmits partial legitimate requests. The authors experimentally determine that the Master has effectively no idle-connection timeout: one connection remained open for approximately 11.85 days, and 1147 malicious connections were sufficient to exhaust the default server capacity.","Abstract; Sec. 4.3, pp. 9–12; Sec. 6.1–6.3, pp. 13–17; Tables 1–2",IMP-RE,EP-OBS,"Primary code. The defect directly matches connection occupation and missing flow/resource-control safeguards. It is an existing weakness of the standard ROS Noetic Master, not an author-seeded software defect.",,,,,,
TBD,Analyzing Impact and Systemwide Effects of the SlowROS Attack in an Industrial Automation Scenario,ROS1-SPF,VUL,A,Full,"Exhausting the centralized ROS Master prevents publishers and subscribers from registering or recovering. Because the ROS Master and Parameter Server run in the same process and share file descriptors, existing nodes also lose parameter access, eventually causing a complete systemwide lockup that affects the physical robot-control application.","Sec. 3.2, pp. 5–6; Fig. 4, p. 12; Sec. 6.4, pp. 17–18; Conclusion, pp. 21–22",IMP-OA,EP-OBS,"Separate from ROS1-LFQ: LFQ represents the connection-resource weakness, while SPF captures the systemwide consequence of attacking the centralized Master.",,,,,,
TBD,Network Reconnaissance and Vulnerability Excavation of Secure DDS Systems,ROS2-ILE,VUL,C,Full,"DDS-Security v1.1 exchanges digitally signed participant permission documents in plaintext during the authentication and cryptographic handshake. An observer can recover topic, partition, data-tag and publish/subscribe capabilities without decrypting protected application messages. The authors capture these permission tokens, reconstruct the data-bus topology and identify critical information-flow paths that may be targeted for selective DoS or network partitioning.","Abstract and Sec. I, pp. 57–58; Sec. II-B–C, p. 58; Sec. III–VI, pp. 59–62; Figs. 2–6",IMP-DS,EP-OBS,Primary code. The exposed permission and topology metadata are directly observed and used by the implemented reconnaissance pipeline.,,,,,,
TBD,Investigating Security Threats in Multi-Tenant ROS 2 Systems,ROS2-ICAPP,VUL,I,Full,"ROS 2 internal RCL APIs and CLI tools allow a malicious node to create a new context that does not inherit the parent node’s namespace, Domain ID or security restrictions. The attacker can also set ROS_SECURITY_ENCLAVE_OVERRIDE and attach a leaked SROS2 enclave to the new node. In the Open-RMF experiment, a low-privilege cleaning robot escapes its original domain and namespace, obtains a privileged enclave and sends commands to protected door-control topics.","Sec. IV-A, pp. 16443–16444; Listing 1; Sec. V-A, p. 16445; Fig. 3",IMP-DT,EP-OBS,Primary code. The closest code is insufficient credential and access-policy protection because SROS2 enclaves are weakly bound to node names and may be reused by newly created malicious contexts.,,,,,,
TBD,Investigating Security Threats in Multi-Tenant ROS 2 Systems,ROS2-LMLAC,VUL,C,Full,"SROS2 grants permissions at topic level. Once a node obtains access to a shared or colliding topic, it receives full access to all messages on that topic. Moreover, an authorized intermediate node may copy protected information from one topic to an unprotected topic because ROS 2 does not track information flow across topics. The authors demonstrate this in Autoware, where sensitive system-error and hardware-state information from /diagnostics becomes available through the public /diagnostics_err topic.","Sec. IV-B, p. 16444; Sec. V-B, p. 16445; Figs. 1 and 5",IMP-DS,EP-OBS,The issue is broader than field-level overprivilege: permission is enforced only at topic boundaries and does not constrain individual data flows or retransmission between topics.,,,,,,
TBD,Investigating Security Threats in Multi-Tenant ROS 2 Systems,ROS2-MPIB,VUL,I,Full,"Although SROS2 authenticates nodes, ROS 2 topic messages do not carry a verifiable binding between message content and the originating publisher. Multiple publishers can write to a shared topic, while subscribers cannot identify or filter the sender. The authors exploit this on Autoware’s global /tf topic by publishing transformations with spoofed frame identifiers, causing the estimated vehicle location to drift from the true location.","Sec. IV-B.1, p. 16444; Sec. V-B, p. 16445; Fig. 4",IMP-DT,EP-OBS,Direct experimental evidence of missing message-to-publisher identity binding and source spoofing.,,,,,,
TBD,Cybersecurity in Autonomous Systems: Evaluating the Performance of Hardening ROS,ROS1-LE,VUL,C,Full,"The paper states that ROS communication was designed without security and identifies plaintext communication as the central confidentiality weakness. The authors implement encryption and decryption nodes, show that an unprotected topic can reveal its message content, and show that the attacker receives only ciphertext after the payload is protected with 3DES.","Abstract; Sec. I, p. 1; Sec. II–III, pp. 2–3; Fig. 3, p. 2; Fig. 5, p. 5; Conclusion, p. 7",IMP-DS,EP-OBS,"Primary code. Plaintext ROS 1 communication is the direct object of the study, and the confidentiality effect of adding encryption is experimentally demonstrated.",,,,,,
TBD,Cybersecurity in Autonomous Systems: Evaluating the Performance of Hardening ROS,ROS1-UTA,VUL,I,Full,"The simulated attacker discovers the ROS Master through a network scan, starts a malicious ROS node and successfully subscribes to /sensor/encrypt/messages without topic-level authorization. Encryption prevents interpretation of the payload but does not prevent the unauthorized subscription itself.","Sec. III, pp. 2–3; Fig. 3, p. 2",IMP-DS,EP-OBS,"This is independent of encryption: ROS1-UTA captures unrestricted subscription, while ROS1-LE captures the absence of channel confidentiality.",,,,,,
TBD,Cybersecurity in Autonomous Systems: Hardening ROS Using Encrypted Communications and Semantic Rules,ROS1-LE,VUL,C,Full,"The paper identifies plaintext ROS communication as a major security weakness. The authors encrypt ROS String messages with AES, publish encrypted and plaintext messages to /chatter, and use a ROSRV monitor to detect and discard messages that do not exhibit the expected encrypted-data characteristics.","Abstract; Sec. 1, pp. 1–3; Sec. 2.2–2.4, pp. 5–8; Sec. 3, pp. 8–10; Figs. 4, 6 and 7",IMP-DS,EP-OBS,Primary code. Plaintext transmission is the direct ROS weakness addressed and experimentally demonstrated.,,,,,,
TBD,Cybersecurity in Autonomous Systems: Hardening ROS Using Encrypted Communications and Semantic Rules,ROS1-UTA,VUL,I,Partial,"A separate ROS node is able to publish plaintext messages to the same /chatter topic used by the legitimate encrypted publisher. Without the ROSRV semantic monitor, the communication layer itself does not prevent those messages from entering the topic; the monitor must intercept and discard them.","Sec. 1, p. 3; Sec. 2.4, p. 8; Sec. 3, pp. 8–10; Figs. 4 and 7",IMP-DT,EP-OBS,"The experiment demonstrates unrestricted additional publishing, but it does not define an explicit authorization policy or evaluate broader unauthorized topic/service access; therefore coverage is Partial.",,,,,,
TBD,Increasing ROS 1.x Communication Security for Medical Surgery Robot,ROS1-LNA,VUL,I,Full,The paper states that the ROS 1.x Master cannot authenticate nodes attempting to connect. New nodes can join the ROS network without prior identity verification. The authors therefore implement an AA node that validates a node name and password against a database and returns a runtime-generated communication key after successful login.,"Sec. I-A.1, PDF p. 2; Sec. IV–VI, PDF pp. 3–5; Figs. 1–7",IMP-DT,EP-OBS,Primary code. Lack of node authentication is explicitly identified as a native ROS 1.x weakness and is the principal mechanism addressed by the proposed architecture.,,,,,,
TBD,Increasing ROS 1.x Communication Security for Medical Surgery Robot,ROS1-UTA,VUL,I,Full,"Native ROS 1.x nodes may freely subscribe to existing topics, advertise new topics and communicate with other nodes without authorization. The proposed AA node maintains roles and rights, validates communication keys and determines whether a node is permitted to publish or subscribe to a topic.","Abstract and Sec. I-A.1, PDF pp. 1–2; Sec. IV–VII, PDF pp. 3–5; Fig. 8",IMP-DT,EP-OBS,"Authentication and authorization are separate concerns: ROS1-LNA covers establishing node identity, while ROS1-UTA covers unrestricted topic operations after joining the graph.",,,,,,
TBD,Application-level Security for ROS-based Applications,ROS1-LNA,VUL,I,Full,"Native ROS subscribers cannot reliably verify the identity and integrity of message publishers. The proposed architecture therefore requires each publisher and subscriber to authenticate with a dedicated server through certificates and a challenge–response protocol. In the robot demonstration, the malicious publisher cannot authenticate and consequently receives no valid topic key.","Abstract and Sec. I, PDF p. 1; Sec. II-A–C, PDF pp. 2–3; Sec. III-B, PDF p. 5",IMP-DT,EP-OBS,Primary code. Missing publisher/subscriber identity verification is the earliest common root cause addressed by the security architecture.,,,,,,
TBD,Application-level Security for ROS-based Applications,ROS1-UTA,VUL,I,Full,"ROS permits a malicious publisher to register and send arbitrary joint-control commands and permits an unauthorized subscriber to subscribe to robot-state topics. Without security, the KUKA iiwa executes the injected movement commands. With the proposed layer, unauthorized messages are rejected and unauthorized subscribers receive ciphertext they cannot interpret.","Sec. I and II, PDF pp. 1–3; Sec. III–IV, PDF pp. 4–5; Figs. 3–4",IMP-DT,EP-OBS,ROS itself still allows the unauthorized publish or subscribe operation; the application layer only prevents the resulting data from being accepted or understood.,,,,,,
TBD,Application-level Security for ROS-based Applications,ROS1-LE,VUL,C,Full,"The paper identifies eavesdropping of robot-state and production-process data as a direct ROS threat. Topic-specific symmetric keys encrypt command and state information, while digital signatures provide integrity and publisher authenticity. A subscriber without the decryption key may receive the ROS messages but cannot recover their contents.","Abstract and Sec. I, PDF p. 1; Sec. II-D, PDF p. 3; Sec. III–IV, PDF pp. 4–5",IMP-DS,EP-OBS,"Confidentiality protection is implemented and demonstrated at the application layer, rather than integrated into TCPROS itself.",,,,,,
TBD,Security for the Robot Operating System,ROS1-UTA,VUL,I,Full,"Plain ROS permits a node to publish data for an arbitrary topic, subscribe to any topic and invoke services without prior topic-level authorization. The authors demonstrate how a fake publisher can inject false safety data and how RosPenTo can isolate legitimate publishers and redirect a subscriber toward attacker-controlled data.","Sec. 3.1–3.4, journal pp. 194–196; PDF pp. 3–5; Sec. 6, journal pp. 199–200; Table 1",IMP-DT,EP-OBS,"Primary code. Unauthorized publishing, subscription and communication manipulation are the paper’s central attack families and are directly exercised by its penetration-testing workflow.",,,,,,
TBD,Security for the Robot Operating System,ROS1-LNA,VUL,I,Full,"The ROS Master and Slave XMLRPC interfaces do not authenticate or authorize callers. An attacker can invoke getSystemState, lookupNode and publisherUpdate; the subscriber does not verify that publisherUpdate originates from a legitimate ROS Master. The authors exploit these interfaces to reconstruct the graph and alter the subscriber’s publisher list.","Sec. 3.4–3.4.1, journal pp. 195–196; PDF pp. 4–5; Figs. 2–4",IMP-DT,EP-OBS,"Separate from ROS1-UTA: LNA captures unauthenticated caller identity and control-plane APIs, while UTA captures unrestricted topic, service and data operations.",,,,,,
TBD,Security for the Robot Operating System,ROS1-LE,VUL,C,Full,"Native ROS node-to-node communication lacks confidentiality and integrity protection, permitting eavesdropping and message manipulation. The authors modify ROS Kinetic communication to perform TLS for TCPROS and DTLS for UDP before exchanging headers and topic data, ensuring encrypted and authenticated communication.","Sec. 4–5.2, journal pp. 197–199; PDF pp. 6–8; Fig. 6; Table 1",IMP-DS,EP-OBS,"The weakness is directly addressed through an implemented ROS-core secure channel covering topics, services and actions.",,,,,,
TBD,Security for the Robot Operating System,ROS1-LFQ,VUL,A,Partial,"The paper explains that an attacker can publish a large volume of bogus topic messages, imposing high processing load and preventing a subscriber from performing meaningful work. The application-level protection cannot prevent such publishing and therefore remains vulnerable to high-frequency DoS.","Sec. 3.3, journal p. 195; PDF p. 4; Sec. 4.2, journal p. 198; PDF p. 7",IMP-RE,EP-CLAIM,"The flooding mechanism and missing traffic restriction are explicit, but the paper does not report a controlled DoS experiment, request rate, resource curve or packet-loss measurement.",,,,,,
TBD,Security for the Robot Operating System,ROS1-IPS,VUL,I,Partial,The attack analysis states that an adversary can perform targeted modifications to parameters used by a particular ROS node through the ROS Parameter Server.,"Sec. 3.4.1, journal p. 196; PDF p. 5",IMP-DT,EP-CLAIM,"This is a concrete Parameter Server attack capability, but it is mentioned briefly and is not executed or evaluated with RosPenTo in the reported experiments.",,,,,,
TBD,Policy-based Access Control for Robotic Applications,ROS1-UTA,VUL,I,Full,"The paper states that vanilla ROS provides no basic permission-control mechanism: every node can publish or subscribe to any topic and invoke any service without restriction. The authors implement a policy-based access manager that grants or denies access tokens, controls topic/service access and supports runtime permission revocation. In the experiment, a non-operator is denied robot-control permissions, an authorized operator is granted access, and previously granted permissions are revoked in fail-safe mode.","Abstract and Sec. I, p. 1; Sec. II-A, p. 2; Secs. III–IV, pp. 2–5; Sec. V, pp. 5–6; Figs. 1–4 and Table I",IMP-DT,EP-OBS,"Primary and only defect code. The unrestricted-access weakness is the direct object of the proposed method and is evaluated through explicit access-grant, access-denial and revocation cases.",,,,,,
TBD,Cross-Layer Secure and Resilient Control of Delay-Sensitive Networked Robot Operating Systems,ROS1-UTA,VUL,I,Full,"The paper assumes that, without message authentication, an attacker can inject a false trajectory or control reference into a ROS agent and cause the robot to track an attacker-selected trajectory. The authors construct an explicit false-data-injection model and evaluate normal and malicious reference-tracking cases.","Sec. I, p. 1; Sec. III-B, p. 2; Sec. V, pp. 5–6; Fig. 3",IMP-DT,EP-SEED,"Primary and only defect code. The attack is an author-defined synthetic case rather than an observed ROS vulnerability, but it is the direct object of the method and numerical evaluation.",,,,,,
TBD,Designing a Security Platform for Collaborating Autonomous Systems – An Experience Report,ROS1-LNA,VUL,I,Full,"The paper explicitly states that ROS lacks authentication between the ROS Master and nodes, enabling an attacker to impersonate a robot using its IP address or pretend to be a ROS Master through XML-RPC APIs. The proposed platform authenticates TurtleBots through unique codes, addresses, public keys, certificates and a tailored OAuth mechanism before they can join the ROS network.","Sec. II, p. 2; Sec. III, pp. 2–3; Sec. IV-C, pp. 3–4; Table II",IMP-DT,EP-OBS,Primary code. Missing identity verification is directly identified as an ROS weakness and addressed by an implemented authentication workflow.,,,,,,
TBD,Designing a Security Platform for Collaborating Autonomous Systems – An Experience Report,ROS1-UTA,VUL,I,Full,The authors state that unauthenticated and unauthorized entities can send and receive ROS messages. Their platform introduces hierarchical authorization and restricts which TurtleBots may communicate by distributing only the public keys of authorized peers; compromised robots can also be removed from the ROS network.,"Sec. II, p. 2; Table II, p. 3; Sec. IV-C–E, pp. 3–5; Table III",IMP-DT,EP-OBS,Separate from authentication: this code concerns permission to access communication and services after identity establishment.,,,,,,
TBD,Designing a Security Platform for Collaborating Autonomous Systems – An Experience Report,ROS1-LE,VUL,C,Full,The platform is designed to prevent interception and reading of ROS data by encrypting messages before placing them in XML-RPC communications. It uses TLS for TurtleBot-to-platform communication and public-key or AES encryption for communication among TurtleBots.,"Abstract and Sec. I, p. 1; Table II, p. 3; Sec. IV-D, p. 4; Sec. VI, p. 6",IMP-DS,EP-OBS,"The lack of protected ROS communication is a direct design target, and encryption is implemented in the proof-of-concept platform.",,,,,,
TBD,Message Authentication Codes for Secure Remote Non-Native Client Connections to ROS Enabled Robots,ROS1-LNA,VUL,I,Full,"The paper states that remote non-native ROS clients can connect through rosbridge without proper authentication. The authors implement an external authenticator, MAC-protected security tokens and a rosauth verification node. Connections with invalid keys or altered token fields are immediately terminated.","Abstract and Sec. I, p. 1; Secs. III–IV, pp. 3–4; Sec. V-C–D, p. 5; Figs. 1–3",IMP-DT,EP-OBS,Primary code. Missing remote-client identity verification is the direct object of the implemented and evaluated solution.,,,,,,
TBD,Message Authentication Codes for Secure Remote Non-Native Client Connections to ROS Enabled Robots,ROS1-LE,VUL,C,Full,"The paper identifies unsecured ROS TCP ports and plaintext node-to-node communication as enabling message interception and interpretation. The implemented architecture uses SSL, HTTPS and Secure WebSockets to provide confidentiality and integrity for remote ROS communication.","Sec. II-B, p. 2; Sec. III, p. 3; Sec. IV, pp. 3–4; Fig. 1",IMP-DS,EP-OBS,"Encryption is integrated into the operational remote-access pipeline, although encryption performance is not separately benchmarked.",,,,,,
TBD,Message Authentication Codes for Secure Remote Non-Native Client Connections to ROS Enabled Robots,ROS1-PNE,VUL,C,Full,"The authors explain that rosbridge creates an externally reachable TCP entry point into ROS and that existing systems had operated live on the Internet using open, unsecured ports. Their architecture places ROS behind a firewall and permits external access only through VPN or an authorized SSL port.","Sec. I, pp. 1–2; Sec. II-C, p. 2; Sec. IV and Fig. 1, pp. 3–4; Sec. V-A, p. 4",IMP-DS,EP-OBS,External Internet reachability is explicit and is a direct deployment concern of the proposed system.,,,,,,
TBD,Message Authentication Codes for Secure Remote Non-Native Client Connections to ROS Enabled Robots,ROS1-UTA,VUL,I,Partial,"The paper acknowledges that authenticated clients may still obtain access to the entire ROS system and directly publish or subscribe to topics beyond their privileges. It proposes a future authorization node that would map user levels to permitted topic and service names, but does not implement or evaluate this mechanism.","Sec. VII, p. 6",IMP-DT,EP-CLAIM,"Explicitly recognized authorization limitation, but only proposed as future work; therefore Partial rather than Full.",,,,,,
TBD,AuthROS: Secure Data Sharing Among Robot Operating Systems Based on Ethereum,ROS1-LE,VUL,C,Full,"The paper states that data in the existing TCP/IP-based ROS transmission framework may be sent in plaintext and intercepted by malicious parties. AuthROS captures ROS topic data, encrypts it with SM4, signs it with SM2 and transfers the encrypted data through the blockchain-supported infrastructure. Encryption and decryption are implemented and benchmarked using different message sizes.","Abstract and Sec. I, pp. 2–3; Sec. IV-C–G, pp. 5–7; Sec. V-C–D, pp. 8–10; Figs. 2, 4, 6 and 9",IMP-DS,EP-OBS,"Primary code. Plaintext transmission and interception are direct design targets, and the encryption mechanism is implemented and evaluated.",,,,,,
TBD,AuthROS: Secure Data Sharing Among Robot Operating Systems Based on Ethereum,ROS1-UTA,VUL,I,Partial,The paper states that attackers can obtain ROS data through the publisher–subscriber model. AuthROS implements smart-contract-based authority granting so that only Ethereum accounts holding the required token and SM4 key can query and decrypt shared robot data.,"Sec. I, pp. 2–3; Sec. IV-C, p. 5; Sec. V-B–C, pp. 8–9; Authority Grant and Data Query contract functions",IMP-DS,EP-OBS,"The authorization mechanism is implemented, but it controls access to data after it enters the AuthROS/blockchain layer. It does not prevent an unauthorized node from subscribing directly to the original ROS topic; therefore coverage is Partial rather than Full.",,,,,,
TBD,AuthROS: Secure Data Sharing Among Robot Operating Systems Based on Ethereum,ROS1-LNA,VUL,I,Partial,"AuthROS registers users and robots with identity tokens, Ethereum account addresses and SM2 public keys. Digital signatures and identity checks are used to reject forged or unverified data sources, and the paper explicitly identifies node forging as an attack the framework is intended to prevent.","Abstract, p. 2; Sec. I, pp. 2–3; Sec. IV-C–F, pp. 5–7; Fig. 4",IMP-DT,EP-OBS,"Authentication applies to participants in the AuthROS data-sharing layer. The paper does not modify ROS Master registration or experimentally demonstrate malicious ROS node registration, so it does not justify Full ROS1-LNA coverage.",,,,,,
TBD,Proposed Technique for Data Security with the AES Algorithm in Robot Operating System (ROS),ROS1-LE,VUL,C,Full,The paper states that ROS does not encrypt transmitted data by default and demonstrates that TCPROS messages can be intercepted and interpreted through port mirroring or man-in-the-middle access. The proposed L2Topic method encrypts topic data using AES-256 before publication and decrypts it at the subscriber. Wireshark captures show readable plaintext before protection and unintelligible ciphertext after protection.,"Sec. I, p. 1; Sec. II-A–B, pp. 1–2; Sec. III, p. 3; Sec. IV, p. 4; Figs. 2, 6 and 10",IMP-DS,EP-OBS,Primary and only defect code. Lack of ROS 1 channel encryption is the direct object of the implemented method and experimental evaluation.,,,,,,
TBD,Procedurally Provisioned Access Control for Robotic Systems,ROS2-LMLAC,VUL,C,Full,"The authors show that ROS 2 Ardent maps subsystem namespaces across DDS topics and partitions in a way that complicates precise policy enforcement. Adding the empty DDS partition to permit node startup causes unintended access: the talker can reach objects intended for the listener, producing false-positive permissions and cross-talk. The evaluation also identifies unnecessary permissions retained in the default SROS2 policy template.","Sec. III-B, pp. 4–5; Fig. 5, p. 6; Sec. IV, p. 7",IMP-DT,EP-OBS,"Primary and only defect code. The paper directly constructs exhaustive subject–object permission graphs, compares intended semantic policy with actual DDS transport behavior and observes unintended allowed and denied operations.",,,,,,
TBD,Enhancing Security in ROS,ROS1-UTA,VUL,I,Full,"The paper states that standard ROS lacks security measures and that unauthorized agents must be blocked through graph-level access-control profiles. It proposes rules that explicitly allow or deny nodes access to topics, services, parameters and Slave API operations, with audit, complain and enforce modes for deriving and deploying policies.","Sec. 2, pp. 2–3; Sec. 3.2, p. 4; Sec. 4–4.2, pp. 4–7; Conclusion, p. 12",IMP-DT,EP-CLAIM,"Primary code. Unrestricted access to ROS graph resources is the direct design target, but the proposed policy system is not experimentally evaluated.",,,,,,
TBD,Enhancing Security in ROS,ROS1-LNA,VUL,I,Partial,"The proposed architecture uses X.509 identity certificates, certificate authorities and attribute certificates to identify agents and prevent unauthorized entities from accessing the ROS graph. It discusses monolithic, autonomic and chained-certificate models as well as a server-side attribute authority.","Sec. 2, pp. 2–3; Sec. 3.2, p. 4; Sec. 5–5.2, pp. 7–10",IMP-DT,EP-CLAIM,"Authentication is an explicit architectural requirement, but the paper does not implement or demonstrate malicious-node registration, identity spoofing or authentication rejection in a ROS system.",,,,,,
TBD,Enhancing Security in ROS,ROS1-LE,VUL,C,Partial,"The paper identifies the absence of communication security in ROS and recommends TLS/SSL with X.509 certificates to provide confidentiality, authenticity and integrity. It describes SROS transport encryption as a necessary component of hardening ROS communication.","Sec. 2, pp. 2–3; Sec. 3.2, p. 4; Conclusion, p. 12",IMP-DS,EP-HIST,Encryption is discussed mainly through SROS and architectural recommendations. The authors do not capture plaintext ROS traffic or implement and benchmark an encryption mechanism.,,,,,,
