ROS SLR 精简编码表 / Concise Study Coding,,,,,,,,,,,,,,,,,,,,,,
一篇文章一行。主缺陷代码只填一个；其他缺陷代码可用分号列出，但每个 Full/Partial 缺陷必须在 02_Defect_Evidence 中单独建立证据行。缺陷覆盖度与研究质量不得混用。,,,,,,,,,,,,,,,,,,,,,,
Study ID,Article Title / 文章标题,ROS Version,Major Category,2-Major Category,final-Major Category,Primary Defect Code,Primary Subcategory,2-Primary Subcategory,final-Primary Subcategory,Other Defect Code(s),ALL Defect Code,Primary Impact,Source Code Required,Simulation Use,QA1 ROS Relevance,QA2 Defect Clarity,QA3 Study/Method Clarity,QA4 Evaluation Strength,QA5 Reproducibility,QA Total (0-5),Adjudication / Notes,Tools
TBD,Message Authentication Codes for Secure Remote Non-Native Client Connections to ROS Enabled Robots,ROS 1,VUL,VUL,VUL,ROS1-LNA,I; C,I; C,I; C,ROS1-LE; ROS1-PNE; ROS1-UTA,ROS1-LNA; ROS1-LE; ROS1-PNE; ROS1-UTA,IMP-DT,Yes,No,Full,Full,Full,Partial,Full,4.5,"The paper directly addresses the lack of authentication for remote rosbridge clients. It implements the rosauth package, modifies the rosbridge protocol, uses SHA-512 MAC-based tokens and SSL/WSS, and validates authorized and unauthorized connection attempts on PR2 and KUKA youBot systems. Public Internet exposure and plaintext communication are directly discussed and mitigated. Fine-grained publish/subscribe authorization is explicitly identified but deferred to future work.",Yes
TBD,A Cryptography-Powered Infrastructure to Ensure the Integrity of Robot Workflows,ROS 1,VUL,VUL,VUL,BSE,SEM,SEM,SEM,—,BSE,IMP-DT,Yes,No,Partial,Full,Full,Full,Partial,4,"The study protects generic robot workflows against intentional or unauthorized modification using Merkle trees, RSA signatures and an external compliance service. ROS is not the primary execution model: the authors explicitly exclude fully distributed ROS applications from the central workflow model, although ROS drivers, actions, services and publications can be encapsulated as workflow components. The evaluated CHIMERA stack may use either a ROS-based MiR driver or a REST driver, and no ROS distribution or version is specified. Consequently, none of the fixed ROS 1/ROS 2 vulnerability leaf codes precisely represents the studied root cause.",Yes
TBD,AuthROS: Secure Data Sharing Among Robot Operating Systems Based on Ethereum,ROS 1,VUL,VUL,VUL,ROS1-LE,C; I,C; I,C; I,ROS1-UTA; ROS1-LNA,ROS1-LE; ROS1-UTA; ROS1-LNA,IMP-DS,No,No,Full,Full,Full,Partial,Partial,4,"The study implements an additional ROS node and an Ethereum-based data-sharing layer for ROS Melodic robots. SM4 encryption protects ROS data, SM2 signatures authenticate data sources and SM3/blockchain digests verify integrity. Smart contracts implement identity registration and authority granting. However, AuthROS does not modify native ROS Master registration or directly enforce access control on the original ROS topic graph. Security evaluation concentrates mainly on cryptographic and blockchain performance rather than systematic attack success rates.",Yes
TBD,Proposed Technique for Data Security with the AES Algorithm in Robot Operating System (ROS),ROS 1,VUL,VUL,VUL,ROS1-LE,C,C,C,—,ROS1-LE,IMP-DS,Yes,No,Full,Full,Full,Partial,Partial,4,"The paper directly analyzes plaintext TCPROS communication and implements the L2Topic application-layer encryption method using AES-256, OpenSSL, JSON and std_msgs::String. Plain and encrypted packets are inspected with Wireshark. Evaluation compares encrypted and unencrypted image streaming at four resolutions using frame rate, encryption/decryption time and CPU utilization. The evaluation is limited to one communication workload and does not report systematic attack tests, repeated statistical analysis, key-management security or comparisons with SROS/Secure ROS. No complete implementation repository is provided.",Yes
TBD,Procedurally Provisioned Access Control for Robotic Systems,ROS 2,VUL,VUL,VUL,ROS2-LMLAC,C,C,C,—,ROS2-LMLAC,IMP-DT,No,No,Full,Full,Full,Full,Full,5,"The paper develops ComArmor and Keymint for defining, compiling and verifying ROS 2/DDS access-control policies. It experimentally demonstrates that ROS 2 Ardent namespace-to-DDS mapping and an SROS2 empty-partition workaround can generate unintended permissions and cross-talk between ROS 2 subsystems. It also identifies gratuitous permissions in the default SROS2 template. The implementation, policy language, verification procedure and experiment materials are publicly available.",Yes
TBD,Enhancing Security in ROS,ROS 1,VUL,VUL,VUL,ROS1-UTA,I; C,I; C,I; C,ROS1-LNA; ROS1-LE,ROS1-UTA; ROS1-LNA; ROS1-LE,IMP-DT,No,No,Full,Full,Partial,No,Partial,3,"The chapter directly addresses missing ROS 1 graph-level access control and proposes security logging, automatically generated policy profiles, X.509 identity/attribute certificates, and user-pull/server-pull certificate architectures. Authentication and encryption are substantial secondary concerns. The work is primarily architectural and conceptual: no implemented prototype, ROS testbed, attack experiment, performance result, public tool, or replication package is reported.",Yes
TBD,Runtime Verification on Hierarchical Properties of ROS-Based Robot Swarms,ROS 1,VUL,REL,REL,BSE,I,I,I,ROS1-UTA,BSE; ROS1-UTA,IMP-FA,No,Hybrid,Full,Full,Full,Partial,Partial,4,"The implementation explicitly uses Ubuntu 16.04 and ROS Kinetic, therefore it is coded as ROS 1. RMoM monitors author-defined resource, communication, robot-behavior, and swarm-behavior properties. Behavioral and swarm-property violations are the main research object; unauthorized publishing by a bogus ROS node is an independently evaluated security case. The method consumes runtime ROS topics, node information, resource states, and user-written properties rather than target application source code. Evaluation includes a physical TurtleBot and a Gazebo UAV-swarm simulation. No public RMoM source-code repository is reported.",Yes
TBD,CryptoROS: A Secure Communication Architecture for ROS-Based Applications,ROS 1,VUL,VUL,VUL,ROS1-LE,C; I; A,C; I; A,C; I; A,ROS1-LNA; ROS1-UTA; ROS1-LFQ,ROS1-LE; ROS1-LNA; ROS1-UTA; ROS1-LFQ,IMP-DS,No,No,Full,Full,Partial,No,No,2.5,"The study explicitly targets ROS 1, as shown by its reliance on ROS Master, XML-RPC, TCPROS, rospy, and roscpp. CryptoROS proposes TLS-secured peer-to-peer communication and token-based authentication and authorization without modifying target ROS nodes or client libraries. However, the architecture is not implemented or experimentally evaluated; implementation and performance measurement are left to future work. XML-RPC traffic and the ROS Master remain unprotected.",Yes
TBD,TROS: Protecting Humanoids’ ROS from Privileged Attackers,Both,VUL,VUL,VUL,ROS1-LE,C,I,C; I,ROS1-LNA; ROS1-UTA; ROS2-ICAPP,ROS1-LE; ROS1-LNA; ROS1-UTA; ROS2-ICAPP,IMP-DS,Yes,Hybrid,Full,Full,Full,Full,Partial,4.5,"TROS extends ROS Melodic C++ with Intel SGX enclaves to protect ROS messages, encryption keys, node identities, topic-subscription records, configuration data and ROS entity URIs against privileged local attackers. The system is evaluated through memory-dump and DMA attacks, performance experiments, and two misuse cases involving a V-REP simulated NAO. ROS 2 is directly analyzed regarding exposed certificates and permission data, but is not implemented or experimentally evaluated. No public TROS repository or complete replication package is reported.",Yes
TBD,SROS2: Usable Cyber Security Tools for ROS 2,ROS 2,VUL,VUL,VUL,ROS2-ICAPP,I,I,I,—,ROS2-ICAPP,IMP-DT,No,Yes,Full,Partial,Full,Partial,Full,4,"SROS2 is an open-source ROS 2 security toolchain that generates and manages Identity CA, Permissions CA, X.509 certificates, governance files, permission files and enclave artifacts. It also supports graph introspection, automatic policy generation and DDS/RTPS security monitoring. The TurtleBot3 case study is conducted in simulation. The study identifies usability, secure distribution and credential-lifecycle limitations, but does not experimentally evaluate credential or policy tampering.",Yes
TBD,ROSEC: Intra-Process Isolation for ROS Composition With Memory Protection Keys,ROS 2,VUL,VUL,VUL,ROS2-LRI,A,A,A,—,ROS2-LRI,IMP-DT,Yes,No,Full,Full,Full,Full,Partial,4.5,"The study targets the absence of memory isolation among ROS 2 composable nodes sharing a container process. ROSEC modifies the ROS 2 client library and executor, and uses Intel MPK, per-node allocators, separate stacks and dynamic protection-key assignment to isolate heap, stack and global objects. Evaluation uses ROS 2 Dashing on physical x86 hardware, synthetic ROS 2 workloads and a real camera-based image_tools application. No public ROSEC source-code repository or complete replication package is reported.",Yes
TBD,Support Remote Attestation for Decentralized Robot Operating System (ROS) Using Trusted Execution Environment,ROS 2,VUL,VUL,VUL,ROS2-ICAPP,I,I,I,—,ROS2-ICAPP,IMP-DT,No,No,Full,Full,Partial,No,No,2.5,"The paper identifies the DDS Security assumption that local machines and locally stored credentials, keys, policies and configuration files are trustworthy. It proposes placing DDS and security artifacts inside SCONE/SGX enclaves and using remote attestation to continuously verify node identity and integrity. The design is conceptual: no ROS 2 prototype, attack experiment, performance evaluation or public implementation is reported.",Yes
TBD,Quantifying DDS-Cerberus Network Control Overhead,ROS 2,VUL,VUL,VUL,ROS2-MPIB,I,I,I,—,ROS2-MPIB,IMP-DT,Yes,No,Full,Full,Full,Partial,Partial,4,"The implementation uses ROS 2 Foxy, DDS and Kerberos V5 on a laptop and two Raspberry Pi devices. DDS-C requires each publisher and subscriber to possess a node-specific Kerberos principal and keytab and authenticate before DDS operations. The evaluation rigorously measures authentication traffic overhead under different node counts, network arrangements and QoS reliability settings. However, it assumes that nodes authenticate successfully and that no node is compromised; therefore, impersonation resistance is not directly tested through an adversarial experiment.",Yes
TBD,Decentralized Information-Flow Control for ROS2,ROS 2,VUL,VUL,VUL,ROS2-LMLAC,C,C,C,—,ROS2-LMLAC,IMP-DS,Yes,No,Full,Full,Full,Full,Partial,4.5,"The paper directly targets the inability of ROS 2 and SROS2 topic-level permissions to control downstream use and re-publication of protected data. Picaros implements data-object-level decentralized information-flow control using DIFC labels and decentralized multi-authority attribute-based encryption. It modifies rclcpp, adds a loadable kernel module and verification service, and evaluates latency, memory and power overhead using ROS 2 Humble, SROS2 and iRobot application benchmarks. No public Picaros implementation or complete replication package is reported.",Yes
TBD,ROSRV: Runtime Verification for Robots,ROS 1,VUL,REL,VUL,BSE,SEM,I,SEM; I,ROS1-UTA; ROS1-LNA,BSE; ROS1-UTA; ROS1-LNA,IMP-FA,No,No,Full,Full,Full,Partial,Full,4.5,"The implementation uses ROS Groovy on Ubuntu 12.04 and depends on the ROS Master, XML-RPC requests and ROS 1 topic communication. ROSRV generates runtime monitors from formal safety specifications and enforces host-level access-control policies for node creation, publishing, subscribing and ROS commands. It was demonstrated on a commercial LandShark UGV with legal and attacker nodes. The paper reports public source code, materials and demonstrations, but provides limited quantitative evaluation and no systematic baseline comparison.",Yes
TBD,ROSMonitoring: A Runtime Verification Framework for ROS,ROS 1,REL,REL,REL,BSE,SEM,SEM,SEM,—,BSE,IMP-FA,No,Yes,Full,Full,Full,Partial,Full,4.5,"ROSMonitoring supports ROS Kinetic and Melodic and monitors ROS topic communication against user-defined formal properties. The Curiosity rover case study filters unsafe wheel commands according to speed and movement direction. A separate scalability experiment evaluates 10 nodes, 10 topics and message rates up to 10,000 messages/s. The framework modifies launch/remapping configuration but does not require target application source-code analysis or modification. Source code and examples are publicly available.",Yes
TBD,ROS-Defender: SDN-Based Security Policy Enforcement for Robotic Applications,ROS 1,VUL,VUL,VUL,ROS1-UTA,I; A; C,I; A; C,I; A; C,ROS1-LFQ; ROS1-LNA; ROS1-LE,ROS1-UTA; ROS1-LFQ; ROS1-LNA; ROS1-LE,IMP-DT,No,Hybrid,Full,Full,Full,Partial,Partial,4,"The study targets ROS 1 and SROS1 architectures based on ROS Master, Parameter Server, XML-RPC, TCPROS/UDPROS and SROS. ROS-Defender maps ROS-level topic, node and service policies to OpenFlow flow rules and dynamically blocks unauthorized or anomalous connections. It is implemented with Ryu, OpenFlow 1.3, Open vSwitch/Zodiac WX and ROSWatch. Evaluation covers a physical TurtleBot3 and several Gazebo/Mininet robot simulations, but mainly measures performance overhead rather than attack-detection accuracy or security bypass resistance.",Yes
TBD,Towards a Robotic Intrusion Prevention System: Combining Security and Safety in Cognitive Social Robots,ROS 2,VUL,VUL,VUL,ROS2-MPIB,I; A,I; A,I; A,ROS2-UTFAN,ROS2-MPIB; ROS2-UTFAN,IMP-FA,No,Hybrid,Full,Partial,Partial,Partial,Partial,3,"The study designs a ROS 2 robotic intrusion-prevention framework that monitors message events, graph changes, publisher/subscriber identities, topic structure and payloads, and then maps detected threat levels to safety-oriented System Modes. The physical evaluation uses a TIAGo robot with ROS 2 Foxy/Humble and CycloneDDS. However, the RIPS detection core is emulated: the experiments validate system reconfiguration after a simulated intrusion signal, rather than actual detection of malicious ROS 2 traffic. A fully functional ROS 2 monitor and rule engine are left to future work.",Yes
TBD,Watch Your Callback: Offline Anomaly Detection Using Machine Learning in ROS 2,ROS 2,REL,VUL,VUL,ROS2-UTFAN,CODE; A,CODE,CODE; A,SEF,ROS2-UTFAN; SEF,IMP-FA,No,Yes,Full,Partial,Full,Partial,Partial,3.5,"The operational target is abnormal callback execution response time and invocation frequency, directly corresponding to ROS 2 execution and scheduling behavior. Four synthetic DoS scenarios are evaluated by altering callbackJointState; benign anomalies are approximated through augmentation of normal traces. The detection method uses built-in ros2_tracing tracepoints and does not require modification of monitored node source code, although reproducing the seeded attack scenarios requires modifying the selected callback. Evaluation is Gazebo-only and uses an internally generated, non-public dataset.",Yes
TBD,Intrusion Detection on Robot Cameras Using Spatio-Temporal Autoencoders: A Self-Driving Car Application,ROS 1,VUL,VUL,VUL,ROS1-UTA,A; C,I; A,I; A; C,ROS1-LFQ; ROS1-LNA; ROS1-LE,ROS1-UTA; ROS1-LFQ; ROS1-LNA; ROS1-LE,IMP-DT,No,No,Partial,Full,Partial,Partial,Partial,3,"The paper models a malicious ROS node that publishes, intercepts, modifies, replays, or floods images on a camera topic. Ten author-created attack scenarios are evaluated using camera frames extracted from a public Udacity ROSBAG dataset. The detection model is image-based and can operate without the source code of ROS nodes. No ROS distribution is named; ROS 1 is inferred from the ROSBAG/Autoware-era architecture and the absence of DDS or ROS 2 mechanisms.",Yes
TBD,Detecting Data Injection Attacks in ROS Systems Using Machine Learning,ROS 1,VUL,VUL,VUL,ROS1-UTA,I,I,I,ROS1-LNA,ROS1-UTA; ROS1-LNA,IMP-DT,No,Yes,Full,Full,Full,Partial,Partial,4,"The evaluated attack is unauthorized publishing of false motion commands to /cmd_vel. A fake node is added to the publisher list through publisherUpdate and publishes malicious commands at 10 Hz. The proposed NIDS uses Tcpdump/Tcpstat network statistics and an SVM classifier, so target application source code is not required. Evaluation is limited to one simulated SLAM scenario and one attack family.",Yes
TBD,Trusted Operations of a Military Ground Robot in the Face of Man-in-the-Middle Cyberattacks Using Deep Learning Convolutional Neural Networks: Real-Time Experimental Outcomes,ROS 1,VUL,VUL,VUL,ROS1-UTA,I,C,I; C,ROS1-LNA; ROS1-LE,ROS1-UTA; ROS1-LNA; ROS1-LE,IMP-DT,No,No,Full,Full,Full,Full,Partial,4.5,"The paper explicitly studies ROS 1.0 and performs a real-time attack on a physical GVR-BOT. Malicious ROS traffic overwrites legitimate /cmd_vel guidance data, causing loss of control. The IDS uses 33 runtime ROS/network and robot-state features transformed into RGB or grayscale images and classified by CNN. No target application source code is required. Experiments include indoor and outdoor physical operation, multiple robot motions, voting filters, two windowing schemes, and comparisons with BoF and SVM.",Yes
TBD,DCWM-LSTM: A Novel Attack Detection Framework for Robotic Arms,ROS 1,VUL,VUL,VUL,ROS1-UTA,I; A,I; A,I; A,ROS1-LFQ; ROS1-LNA,ROS1-UTA; ROS1-LFQ; ROS1-LNA,IMP-DT,No,No,Full,Full,Full,Full,Partial,4.5,"The evaluated system explicitly uses ROS-Master, attacker-created ROS nodes, ROS topics and rosbag data, therefore it is coded as ROS 1. The replay attack records data obtained through an unauthorized subscription and republishes it continuously to the target. The subscriber-flood attack repeatedly sends subscription requests, causing ROS-Master overload, delayed arm movement and temporary unresponsiveness. DCWM-LSTM operates on runtime joint-state data and does not require target application source code. Experiments use a physical Kawasaki RS05L arm in the IFARLab-DIH factory laboratory.",Yes
TBD,ROZZ: Property-based Fuzzing for Robotic Programs in ROS,Both,REL,REL,REL,GPE,CODE,CODE,CODE,—,GPE,IMP-OA,Yes,Yes,Full,Full,Full,Full,Partial,4.5,"ROZZ performs source-level LLVM instrumentation, distributed branch-coverage collection, multidimensional input mutation and temporal message mutation. The main evaluation covers 10 ROS 2 Foxy programs and finds 43 real implementation bugs; an additional ROS 1 evaluation finds six bugs. All reported bugs are implementation-level memory, exception-handling or synchronization defects. The experiments use Gazebo and a virtual TurtleBot3.",Yes
TBD,Multi-Dimensional and Message-Guided Fuzzing for Robotic Programs in Robot Operating System,ROS 2,REL,REL,REL,GPE,CODE,CODE,CODE,—,GPE,IMP-OA,No,Yes,Full,Full,Full,Full,Partial,4.5,"ROFER tests 13 ROS 2 Foxy programs written in C++ and Python. It uses multidimensional mutation over user commands, configuration parameters, sensor-message data and message order, together with message-feature feedback. The study reports 88 real bugs, including null-pointer dereferences, use-after-free defects, buffer/stack overflows, invalid-pointer accesses and unhandled exceptions; 46 were confirmed by developers. ROFER itself can test closed-source programs without code instrumentation, although the evaluation uses llvm-cov and ASan for C++ coverage and memory-bug diagnosis.",Yes
TBD,Toward the Trustworthiness of Industrial Robotics Using Differential Fuzz Testing,ROS 1,REL,REL,REL,BSE,SEM,SEM,SEM,—,BSE,IMP-FA,No,Yes,Full,Partial,Full,Partial,Partial,3.5,"The evaluation uses Ubuntu 16.04 and ROS Kinetic. RROSFuzz compares two MoveIt! interfaces implementing the same forward-kinematics and robot-arm movement function. Among 15,246 test cases, 9,266 produce inconsistent outputs. The authors conclude that moveit_commander.arm.go() can mishandle joint angles, preventing the arm from accurately reaching the requested pose. The general differential method executes package interfaces and compares outputs without requiring target source code, although source review is used during diagnosis. Evaluation uses a virtual six-axis robot model in RVIZ and does not include a physical robot.",Yes
TBD,RoboFuzz: Fuzzing Robotic Systems over Robot Operating System (ROS) for Finding Correctness Bugs,ROS 2,REL,REL,REL,BSE,SEM; CODE,SEM; CODE,SEM; CODE,GPE; ICF,BSE; GPE; ICF,IMP-FA,No,Hybrid,Full,Full,Full,Full,Full,5,"RoboFuzz targets ROS 2 Foxy internals and ROS 2 applications. Its primary contribution is detecting violations of physical laws, specifications, robot-domain constraints, and simulation–physical discrepancies, mapped to BSE. Separately observed type-checking, missing-validation, null-dereference, exception-handling, and unreachable-code faults are GPE. The trajectory-setpoint message-definition mismatch is ICF. The core method operates through runtime ROS graph discovery, message mutation, state monitoring, and correctness oracles, so target source code is not inherently required; source was nevertheless reviewed for oracle construction and ROS 2 was built from source for internal-layer experiments. Physical PX4 and TurtleBot3 robots were evaluated together with simulated counterparts, so Simulation Use is Hybrid.",Yes
TBD,DiscoFuzzer: Discontinuity-based Vulnerability Detector for Robotic Systems,ROS 1,REL,REL,REL,BSE,SEM; CODE,SEM; CODE,SEM; CODE,GPE,BSE; GPE,IMP-FA,No,Yes,Full,Partial,Full,Full,Partial,4,"DiscoFuzzer targets ROS Kinetic and dynamically mutates ROS topic-message fields. Its principal detection mechanism identifies abrupt or unexpected changes in robot outputs based on physical continuity, state consistency and behavioral relationships, corresponding to BSE. It additionally detects crashes, persistent NaN/infinity values and potential memory or mathematical implementation faults, but the paper does not provide sufficient root-cause details for every benchmark issue; therefore GPE is secondary and conservatively coded Partial. Evaluation used 20 benchmark versions from 14 ROS packages in a virtualized ROS environment, with no physical robot. The uploaded version is a non-peer-reviewed preprint.",Yes
TBD,Enhancing ROS System Fuzzing through Callback Tracing,ROS 2,REL,REL,REL,GPE,CODE,CODE,CODE,SEF,GPE; SEF,IMP-OA,Yes,Yes,Full,Partial,Full,Full,Partial,4,"R2D2 targets ROS 2 Humble and Rolling, including the ROS runtime and Navigator2, TurtleBot3, Turtlesim, and Autoware. The 39 detected bugs mainly comprise memory-management and generic synchronization defects, including OOM, overflow, UAF, double-free, null-pointer dereference, segmentation faults, memory leaks, data races, and deadlocks; therefore GPE is primary. Executor scheduling and callback-timing faults are explicitly analyzed but are not separately evaluated as a principal discovered defect family, so SEF is coded Partial. R2D2 requires source-level instrumentation of RCL/RCLCPP and sanitizer-enabled compilation. Experiments were software-only and included simulated/headless ROS applications, with no physical robot evaluation.",Yes
TBD,Property-Based Testing for the Robot Operating System,ROS 1,REL,REL,REL,ICF,SEM,CODE,SEM; CODE,BSE; GPE,ICF; BSE; GPE,IMP-FA,Yes,Yes,Full,Partial,Full,Partial,Full,4,"The approach generates property-based integration tests from HAROS-extracted ROS computation-graph models. Its primary target is orchestration and interface integration, including incorrect topic bindings, names, remappings, launch configurations, missing message flows, and unexpected changes in published or subscribed topics. User-defined behavioral and temporal contracts are separately supported and demonstrated on the Kobuki safety controller, so BSE is also covered. Crash and node-liveness detection are implemented, but no concrete programming-error instance is evaluated; therefore GPE is Partial. Source code is required because HAROS statically extracts nodes, topics, message types, and configurations from launch files and C++ source code. The preliminary experiment was executed in a virtual machine without a physical robot.",Yes
TBD,Checking consistency of robot software architectures in ROS,ROS 1,REL,REL,REL,ICF,SEM,SEM,SEM,—,ICF,IMP-FA,No,Yes,Full,Full,Full,Partial,Partial,4,"The paper targets inconsistencies in ROS node graphs and roslaunch configurations, including disconnected components, unintended connections, missing publishers, incorrect topic remappings, parameters, namespaces, and topic/service interfaces. The implemented prototype combines static launch-file analysis with sandboxed execution of ROS binaries. ROS 2 is mentioned only as future adaptation and is therefore not coded.",Yes
TBD,Static-time Extraction and Analysis of the ROS Computation Graph,ROS 1,REL,REL,REL,ICF,CODE,SEM; CODE,SEM; CODE,SEF,ICF; SEF,IMP-FA,Yes,No,Full,Full,Full,Partial,Full,4.5,"The paper explicitly targets the original ROS version and statically reconstructs ROS computation graphs from launch files, CMake files, and C++ source code. The primary analyzed faults concern incorrect architectural relationships: mismatched publisher/subscriber types, incorrect or missing remappings, disconnected topics, problematic global names, and incomplete node communication. Queue-size queries address potential execution and message-loss problems, but no queue-induced runtime failure is directly evaluated; therefore SEF is secondary and Partial. Evaluation uses TurtleBot2 and the industrial AgRob V16 case study, with manual code and runtime inspection used only to validate extracted models.",Yes
TBD,Verification of System-Wide Safety Properties of ROS Applications,ROS 1,REL,REL,REL,BSE,SEM,SEM,SEM,—,BSE,IMP-FA,Yes,No,Full,Full,Full,Partial,Partial,4,"The HAROS safety plug-in verifies configuration-specific, system-wide behavioral properties over ROS message traces. Properties constrain message values, operating modes, command provenance and sensor-to-actuator behavior. Evaluation used the real AgRob V16 software architecture, 30 node-level specifications and four system-wide properties over two launch configurations. One unsafe counterexample was found in the map configuration. The evaluation is limited to one system and bounded model checking; the counterexample was not reproduced through runtime execution on the physical robot.",Yes
TBD,A Framework for Quality Assessment of ROS Repositories,ROS 1,REL,REL,REL,GPE,CODE,CODE,CODE,—,GPE,IMP-FA,Yes,No,Full,Partial,Full,Partial,Partial,3.5,"HAROS is a ROS-specific, plug-in-based static-analysis framework. It evaluates source-code metrics, quality-threshold violations and coding-standard violations in ROS repositories. The evaluated corpus contains nearly 50 repositories and 180 C++ packages from 11 ROS robots. The reported indicators identify potential implementation defects and maintainability risks, but the paper does not validate whether each violation corresponds to an actual runtime failure.",Yes
TBD,ROSInfer: Statically Inferring Behavioral Component Models for ROS-based Robotics Systems,ROS 1,REL,REL,REL,ICF,SEM,SEM,SEM,—,ICF,IMP-FA,Yes,No,Full,Full,Full,Full,Full,5,"ROSInfer statically infers behavioral state-machine models from ROS 1 C++ source code by recognizing ROS API calls, callbacks, publishing operations, periodic loops, state variables and state transitions. Its demonstrated defect-detection use case concerns behavioral architectural composition bugs in which a component requires an input message for important functionality, but no component in the selected configuration publishes that message. Three documented Autoware.AI bugs were detected through generated PlusCal/TLA+ models and eventual-output properties. The tool and replication package, including handwritten models and evaluation data, are publicly available.",Yes
TBD,Towards Automatic Inference of Behavioral Component Models for ROS-Based Robotics Systems,ROS 1,REL,REL,REL,BSE,SEM,SEM,SEM,—,BSE,IMP-FA,Yes,No,Full,Full,Full,Partial,Partial,4,"The paper defines “behavioral architectural composition bugs” caused by incompatible behavioral assumptions among ROS components, such as waiting indefinitely for initialization messages, ignoring inputs, failing to change state, losing messages, or publishing at an unexpected frequency. ROSInfer statically infers input-output state machines from ROS C++ source code. Dynamic recovery, timing analysis and the full end-to-end evaluation are proposed future work.",Yes
TBD,Lightweight Detection of Physical Unit Inconsistencies without Program Annotations,ROS 1,REL,REL,REL,BSE,SEM,SEM,SEM,—,BSE,IMP-FA,Yes,No,Full,Full,Full,Partial,Full,4.5,"The paper detects physical-unit semantic inconsistencies in ROS C++ programs, including assignment of incompatible units, comparison of quantities with different units, and addition of physically incompatible quantities. The tool analyzes ROS Indigo repositories using static analysis and a mapping from ROS message attributes to physical units. Evaluation covers 213 repositories and more than 900,000 LOC.",Yes
TBD,"Phriky-Units: A Lightweight, Annotation-Free Physical Unit Inconsistency Detection Tool",ROS 1,REL,REL,REL,BSE,SEM,SEM,SEM,—,BSE,IMP-FA,Yes,No,Full,Full,Full,Partial,Full,4.5,"Tool/demo paper presenting Phriky-Units, a static-analysis tool for detecting physical-unit inconsistencies in ROS C++ code. The paper summarizes an evaluation previously reported by the same authors on 213 ROS projects. It should be grouped with the full ISSTA study and should not be treated as independent empirical evidence if the SLR counts study families rather than individual publications.",Yes
TBD,Phys: Probabilistic Physical Unit Assignment and Inconsistency Detection,ROS 1,REL,REL,REL,BSE,SEM,SEM,SEM,—,BSE,IMP-FA,Yes,No,Full,Full,Full,Full,Full,5,"Phys uses probabilistic inference to assign physical units to variables and detect unit-semantic inconsistencies in ROS C++ software. It extends Phriky by combining ROS message-field mappings with dataflow, variable-name, computed-unit, known-symbol and conversion evidence. It is evaluated against Phriky on public ROS project files and provides a public replication artifact.",Yes
TBD,PhysFrame: Type Checking Physical Frames of Reference for Robotic Systems,ROS 1,REL,REL,REL,BSE,SEM,SEM,SEM,ICF,BSE; ICF,IMP-FA,Yes,No,Full,Full,Full,Full,Full,5,"BSE is primary because the central contribution is a frame-type system for detecting incorrect physical transformations, axis-orientation conventions, and frame-semantic inconsistencies. ICF is secondary because the tool separately detects missing frame identifiers, malformed TF-tree relationships, redundant transforms, and naming/configuration violations. The evaluation uses 180 ROS projects, including ROS Kinetic and Indigo projects. The tool and evaluation data are publicly available through Zenodo.",Yes
TBD,SA4U: Practical Static Analysis for Unit Type Error Detection,ROS 1,REL,REL,REL,BSE,SEM,SEM,SEM,—,BSE,IMP-FA,Yes,Yes,No,Full,Full,Full,Full,4,"Non-ROS study. The actual subjects are ArduPilot and PX4 UAS firmware using MAVLink. SA4U detects physical-unit and reference-frame semantic errors through source instrumentation, simulator traces, protocol definitions and static constraint solving. ROS appears only in comparison with Phriky, Phys and PhysFrame. Recommend exclusion from the final ROS SLR corpus.",Yes
TBD,UPPAAL-Based Modeling and Verification of ROS 2 Multi-threaded Execution and Operating System Reservations,ROS 2,REL,REL,REL,SEF,CODE,CODE,CODE,—,SEF,IMP-FA,No,Hybrid,Full,Full,Full,Partial,Partial,4,"The primary issue is non-malicious callback blocking, starvation risk, increased latency, and OS-scheduling interference in the ROS 2 multi-threaded executor. Although the authors occasionally call these effects “vulnerabilities,” no attacker, unauthorized behavior, or missing security policy is studied; therefore, the paper is coded as reliability rather than vulnerability. The method requires callback release times, execution times, callback types, executor/thread settings, and reservation parameters, but not the target node source code. Evaluation combines executions on two real ROS 2 test systems with UPPAAL simulation/model checking. QA4 is Partial because the systems and scenarios are small-scale and the reservation-server component is checked mainly against manually constructed synthetic traces. QA5 is Partial because the complete UPPAAL model is provided, but the ROS 2 distribution, detailed machine configuration, and complete experimental implementation are not sufficiently documented for exact reproduction.",Yes
